name,cpf,score
SANDRA OLIVER,02164785371,70.84
PATRICIA HILL,02164783590,97.44
CATHERINE PRICE,02174653826,82.97
STEVEN MATTHEWS,02174563835,74.36
WANDA BROOKS,02174358662,74.44
RAYMOND RICHARDSON,02174356880,92.58
TERRY PHILLIPS,02173846507,73.54
PETER ROBERTS,02173658417,86.64
FRANCES LEWIS,02173568426,95.99
ERNEST LEWIS,02168734526,81.8
CHRISTINA BOWMAN,02168574308,94.56
JOE CHAVEZ,02168435707,81.36
PETER BISHOP,02183467517,75.37
ROSE TUCKER,02183457635,79.54
LOUISE FERNANDEZ,02178634508,92.68
JUAN MITCHELL,02178356435,75.78
ERNEST FISHER,02176534808,70.14
RUTH LITTLE,02176385462,79.96
RALPH SIMPSON,02176354826,72.22
MATTHEW FOSTER,02175638480,92.1
TIMOTHY HAMILTON,02175483690,70.53
PATRICIA EVANS,02174683571,92.87
MARGARET GREEN,02186374544,72.24
BRIAN MITCHELL,02186357453,80.27
SUSAN SIMS,02186354780,84.67
RANDY FREEMAN,02185643762,71.34
JUSTIN HALL,02185637444,90.81
EDWARD SANDERS,02184753653,94.42
REBECCA SANCHEZ,02183657480,83.94
DEBRA ADAMS,02183654708,79.43
CHRISTINA WHITE,02183564717,90.77
SEAN FORD,02183476508,96.41
JANE GRIFFIN,02315467853,98.61
JUSTIN HANSON,02314678508,90.27
TIMOTHY ALEXANDER,02314587626,71.1
JUAN LITTLE,02187653471,73.06
ROBIN CHAPMAN,02187635490,71.54
CARL SIMS,02187634507,83.77
WILLIAM GARCIA,02187563480,76.48
AARON GRIFFIN,02186547317,80.49
STEVE CLARK,02186537435,78.77
CLARENCE NGUYEN,02186435780,76.4
DANIEL GARZA,02317564880,78.23
IRENE TORRES,02317546807,96.28
WANDA KELLEY,02316874517,74.12
FRANK STEPHENS,02316847544,82.23
KATHLEEN PALMER,02316745890,72.02
HARRY WATSON,02316587453,70.57
DORIS CASTILLO,02316574807,72.33
NICOLE GRAY,02316457835,90.3
BETTY PAYNE,02315876435,76.8
KENNETH LYNCH,02315768462,88.42
PHILIP RAY,02347186507,79.77
BENJAMIN WARREN,02346517844,89.07
THOMAS WELCH,02346187526,84.98
MICHELLE STEWART,02345681780,83.77
JIMMY THOMPSON,02341875653,71.99
BONNIE DANIELS,02341578608,96.75
VIRGINIA DIXON,02318746508,80.22
NICHOLAS ROBERTSON,02318567417,85.78
JOE FORD,02318456771,85.6
CARLOS PERKINS,02317658435,79.46
WILLIE GEORGE,02354671890,86.21
DOUGLAS HANSON,02354187653,72.87
CAROLYN ROBERTS,02354178662,85.5
HENRY MARTIN,02351764862,84.82
ROY TORRES,02351647807,82.1
ERIC DAY,02348716526,79.99
MARIA TUCKER,02348715635,96.89
JUDITH ROBERTS,02348576171,97.29
MICHAEL PORTER,02348561735,75.2
VIRGINIA PHILLIPS,02347685171,70.32
KIMBERLY GRAY,02358467162,89.16
MARILYN HUNT,02357814608,75.1
CARLOS WEAVER,02357416807,98.57
PHILIP KELLEY,02356871462,88.31
PETER BROOKS,02356841717,79.05
STEVE BURTON,02356741844,84.09
PATRICK ROBERTS,02356481753,95.35
JOE DIAZ,02356471871,83.99
DEBRA STEPHENS,02356417826,71.13
SEAN ALVAREZ,02354871635,94.81
EUGENE THOMPSON,02367418535,95.16
ROBERT YOUNG,02367158444,90.15
ALBERT GARCIA,02365814735,81.01
LORI PERRY,02365481744,92.8
CAROLYN TORRES,02364815762,93.73
FRANCES RAY,02364518717,79.88
HAROLD HAWKINS,02361875462,71.97
ROSE BAKER,02361758407,79.06
KATHERINE FERGUSON,02361754835,94.72
KELLY GILBERT,02361547880,90.39
STEVEN ALEXANDER,02374158608,71.13
IRENE WILLIAMS,02371685453,93
BRENDA MORGAN,02371658480,77.48
CARLOS MURRAY,02371586471,87.9
JENNIFER FRANKLIN,02371568490,99.27
DEBORAH MARTINEZ,02371548626,96.47
GARY NGUYEN,02368417508,93.62
ROBERT SHAW,02368175407,80.89
RONALD FREEMAN,02368154744,76.03
CHARLES HICKS,02367584117,92.35
ROGER SMITH,02376581435,98.02
RUBY WOOD,02376514835,78.88
JESSE ALLEN,02376418526,86.16
JEREMY YOUNG,02376148553,82.54
JESSICA PRICE,02375846117,80.56
RONALD MOORE,02375841662,85.5
ANNA RICHARDSON,02375648153,71.51
LORI MORGAN,02375618408,98.09
KELLY CLARK,02374861562,70.14
KAREN MORRISON,02374815617,99.8
EARL BRYANT,02384751662,91.78
CLARENCE KIM,02384657135,96.17
STEPHEN PERRY,02384617508,93.84
KATHY RYAN,02384561707,95.69
JUAN VASQUEZ,02384175653,77.07
DOROTHY SPENCER,02381546707,80
STEVEN GARZA,02381476571,73.57
DIANA RICHARDS,02378156480,87.63
RUTH DUNCAN,02378154607,72.34
MILDRED SPENCER,02376841526,86.07
JUDY ROMERO,02387614526,83.97
LOUISE BANKS,02387541626,90.67
IRENE LYNCH,02387451635,78.44
JUDITH HENRY,02386754162,92.8
JEAN SULLIVAN,02386714535,76.16
DONALD BUTLER,02386541762,87.49
RUBY LARSON,02386514790,85.91
ADAM ALLEN,02386457117,83.68
PHYLLIS CHAVEZ,02385614707,94.58
DANIEL ANDERSON,02385471671,87
CATHERINE ALLEN,02416857371,87.04
MARIE CARPENTER,02416587307,83.39
JESSICA WARD,02416537890,80.51
JACQUELINE JACOBS,02416358707,80.08
ANTONIO PERRY,02415873608,96.09
THOMAS FISHER,02415673862,76.33
PHYLLIS LEE,02415378607,95.35
DONNA VASQUEZ,02413876553,81
KELLY WATKINS,02413765808,70.5
GLORIA MEYER,02413576835,72.27
KATHLEEN SULLIVAN,02431856771,93.89
MICHAEL GORDON,02431786544,70.38
EVELYN GIBSON,02431657817,87.66
ADAM BELL,02431578607,81.7
ASHLEY ROSS,02418753662,81.8
SUSAN WILLIAMSON,02418567362,78.52
REBECCA BAILEY,02418536726,92.57
MILDRED WARD,02417853671,94.15
JOHN PALMER,02417658380,71.74
STEVEN BRYANT,02431857662,74.33
CARL CARR,02437165835,80.95
ANDREW WEST,02436715807,73.08
ROY PORTER,02436517835,71.01
MICHELLE WILLIS,02436157871,92.23
GREGORY GARZA,02435817690,91.15
DORIS JACKSON,02435768117,90.28
TIMOTHY COX,02435618735,85.54
RAYMOND HOWELL,02435186762,99.53
STEPHANIE MORENO,02431875644,77.16
LARRY BERRY,02431867544,76.53
SCOTT ROMERO,02456371844,79.44
EUGENE GOMEZ,02456183762,72.1
BARBARA WALLACE,02453867180,70.77
ALICE MORRIS,02453781626,74.66
LOIS BUTLER,02453678108,92.64
LILLIAN DANIELS,02453617826,80.98
STEPHANIE JENKINS,02438765135,98.75
THERESA TAYLOR,02438756144,94.03
BRANDON PETERSON,02438571608,77.78
JANE COOPER,02437561862,71.01
THERESA FERNANDEZ,02463571853,92.31
HAROLD ANDERSON,02463518707,75.11
DENISE CARTER,02463187590,81.35
JEFFREY WILLIAMS,02461587353,76.85
LAURA WOODS,02461387508,71.98
GLORIA JOHNSON,02461385726,94.6
GEORGE BAILEY,02461357862,96.48
IRENE MOORE,02458371671,95.76
ANNE TORRES,02458316735,70.09
DEBRA LITTLE,02457831644,70.9
TIMOTHY BOWMAN,02471385680,81.53
LOIS VASQUEZ,02471356826,80.01
RYAN GREEN,02468751353,71.68
DONALD WATSON,02468715390,94.61
EVELYN ALLEN,02468531744,74.32
PHYLLIS ROMERO,02468351762,85.91
ANDREW DIXON,02467851362,72.02
PATRICK CHAPMAN,02467158390,79.6
SEAN TAYLOR,02463785144,81.87
WILLIAM COLE,02463581735,74.05
NICOLE RAY,02476153826,86.66
ANGELA WASHINGTON,02475863153,81.17
KATHRYN BAKER,02475381671,96.67
SEAN CARROLL,02475183608,80.63
MICHELLE WEBB,02473685126,78.08
FRED GONZALEZ,02473581690,91.88
CARL LITTLE,02473186553,90.98
RONALD LITTLE,02471863507,88.4
TIMOTHY OLIVER,02471856390,92.27
EMILY WHEELER,02471835635,90.44
LAWRENCE DIXON,02483156762,85.3
WANDA MORRISON,02481765362,90.52
BEVERLY WHEELER,02481735617,81.39
RALPH DUNN,02481567307,86.88
DONNA WRIGHT,02481536762,83.22
LOUISE PIERCE,02478615371,75.14
DORIS NICHOLS,02478613590,80.43
STEPHEN PEREZ,02478153653,83.07
DIANE BURKE,02476518344,97.04
WANDA ROMERO,02476185353,73.23
BRIAN COX,02487351608,98.02
CARLOS FOWLER,02486715371,94.91
MARK BANKS,02486571353,98.26
DENISE SPENCER,02486513744,96.77
HENRY ANDREWS,02486173544,86.02
KATHRYN ANDERSON,02486153780,84.86
KEITH LONG,02485613753,77.33
JIMMY PARKER,02485361762,93.27
CAROLYN HUNTER,02483716571,90.12
ROBIN BERRY,02483517617,88.05
KATHRYN MOORE,02517368490,75.97
TIMOTHY WILSON,02514876362,99.22
ALBERT PERKINS,02514873690,96.85
JOSEPH MORRIS,02514837626,73.5
ANTHONY PEREZ,02514683726,88.4
DIANA REED,02514376807,93.81
ASHLEY STEVENS,02513786408,83.18
EVELYN HICKS,02513746880,82.53
ERIC BUTLER,02487653108,85.05
LORI BRADLEY,02487356162,88.84
KIMBERLY RICHARDSON,02534716808,79.4
RONALD TORRES,02534681753,98.64
LARRY GARRETT,02534187635,87.99
HAROLD HILL,02534176862,73.82
HELEN GRAY,02531784608,81.93
PETER FERGUSON,02518376453,87.43
GREGORY LAWRENCE,02518367462,93.53
SHAWN GONZALES,02517864390,97.7
GARY WARD,02517634807,72.37
HENRY TAYLOR,02517468362,74.92
SUSAN BLACK,02538176417,89.4
JASON PIERCE,02537864107,94.59
CAROLYN JACKSON,02537861426,75.82
CRAIG CARR,02537648153,83.86
JASON MILLS,02537461835,92.4
EDWARD HUNTER,02537164890,98.87
MARGARET CARPENTER,02536871444,95.36
THOMAS REED,02536817407,88.99
CATHERINE GOMEZ,02536714853,70.37
CARL HARRISON,02536174808,87.83
LARRY COOK,02546173871,87.19
FRANCES PATTERSON,02543761853,77.39
TAMMY RAMIREZ,02543671862,81.17
EMILY MOORE,02543617817,96.12
MICHAEL LEWIS,02541638744,91.93
SUSAN CAMPBELL,02541387644,94.76
KATHY GEORGE,02541386753,71.34
RONALD HERNANDEZ,02541368771,73.46
FRANCES MARTINEZ,02538614708,98.88
JUSTIN ADAMS,02538461707,93.14
BONNIE GOMEZ,02561348717,80.49
GREGORY BURTON,02548617335,81.72
LARRY BAKER,02548371662,83.35
NORMA ANDERSON,02548317617,90
AARON WHITE,02547831635,96.7
DONNA FERGUSON,02547613808,98.83
BRIAN BAILEY,02547368153,77.96
ERIC MATTHEWS,02547168308,85.83
KEVIN JONES,02546871307,92.56
PHILLIP THOMPSON,02546817353,81.77
LOIS THOMPSON,02567184317,77.13
JESSICA LAWSON,02564781390,73.43
PAUL WELCH,02564371817,83.51
STEVEN HENDERSON,02564138780,90.69
ALICE ELLIS,02563784107,96.48
LARRY OWENS,02563478162,92.46
KATHERINE WELLS,02563174880,75.4
CAROL BELL,02561837408,93.78
ALBERT WOODS,02561784371,82.33
TODD MEYER,02561478335,73.93
GLORIA SMITH,02568473126,77.06
HAROLD ELLIS,02568371471,86.1
MELISSA RICHARDS,02568173408,77.53
CARLOS GONZALES,02567831444,77.27
JACQUELINE CAMPBELL,02567483144,76.21
MILDRED DUNCAN,02567481362,77.04
BARBARA MURPHY,02567431853,96.17
KENNETH FIELDS,02567418326,74.04
GREGORY PETERS,02567413871,77.66
HOWARD PORTER,02567348107,97.72
DORIS DAVIS,02578314608,99.48
MICHELLE ROSS,02576834108,88.91
AMY KING,02576813453,78.56
WALTER DAVIS,02576381480,99.38
ROY MYERS,02574816307,73.84
DENNIS JAMES,02574368126,71.91
MATTHEW REED,02573168417,79.24
ADAM HARPER,02571634844,77.48
GLORIA BRADLEY,02571463853,74.41
DONNA KNIGHT,02571384635,85.72
HOWARD THOMAS,02583746162,79.15
VICTOR CARPENTER,02583741608,90.35
GARY CARPENTER,02583614762,77.06
BRENDA MASON,02583476190,90.43
SCOTT KING,02583167480,76.71
ANTONIO FRANKLIN,02583164708,77.87
EDWARD GILBERT,02581476362,89.87
FRANCES WOODS,02578614326,82.96
JENNIFER LOPEZ,02578613435,82.79
LORI SIMMONS,02578416362,84.43
ANDREW PAYNE,02613875453,73.85
MICHELLE BOYD,02613758490,95.9
VICTOR RICE,02613587407,88.61
AMANDA EVANS,02613574844,86.6
DEBRA WOODS,02613478535,89.93
LAURA GONZALEZ,02587614317,99.67
RAYMOND RICHARDS,02587461308,84.35
EMILY MEYER,02587146380,88.09
DOROTHY WELLS,02586341708,87.48
CHRIS BOWMAN,02584367190,93.01
WALTER REED,02617538435,71.45
ROBIN RAMOS,02617385426,85.93
JAMES THOMAS,02617354890,95.32
SEAN WHITE,02615873407,96.21
MARTIN MCCOY,02615843753,75.44
TINA FULLER,02615784307,70.66
JASON REED,02614853771,70.32
HARRY BARNES,02614785326,79.71
RALPH HUNT,02614735817,72.24
KATHY DIAZ,02614583707,88.87
MILDRED WASHINGTON,02637841508,79.77
ASHLEY STANLEY,02637548126,87.36
ANTONIO ROBINSON,02635148708,82.07
LOUISE CAMPBELL,02631745817,74.07
FRED PEREZ,02618753453,83.83
KATHY RUIZ,02618473507,75.29
ANDREA RAMOS,02618374517,76.74
JONATHAN CARPENTER,02618357426,81.94
STEPHEN HUDSON,02617843580,87.42
DIANE MORGAN,02617548317,99.74
HAROLD ORTIZ,02641783517,79.95
RUSSELL WRIGHT,02641738562,95.04
TERRY JOHNSTON,02641573890,76.8
SARAH TORRES,02641357844,70.04
SEAN COOK,02638754153,71.13
CRAIG GREEN,02638751480,89.4
DANIEL GOMEZ,02638451762,83.34
SARA TUCKER,02638415707,94.5
AARON GRIFFIN,02638175471,73.49
CHERYL HOWELL,02637854162,94.88
DOROTHY GARRETT,02645183735,91.46
RAYMOND COLLINS,02645178308,91.84
KIMBERLY ARNOLD,02645138780,90.23
BETTY HARRISON,02643815726,73.37
RUBY RAMOS,02643785126,87.23
JAMES RAY,02643715853,91.86
EDWARD CARROLL,02643587162,86.11
JACQUELINE FREEMAN,02643581717,79.1
STEPHANIE STONE,02643185790,79.36
MARGARET BLACK,02643178580,75.91
WILLIAM GRAHAM,02651743844,85.06
ANDREW ROSS,02651487317,99.89
RANDY LOPEZ,02651483753,76.42
ANN MURRAY,02651473871,89.9
MICHELLE RICHARDS,02648573135,87.53
ANNA HALL,02648537171,87.73
MARTHA MENDOZA,02648513744,80
EARL WOODS,02647531862,73.2
JEREMY RAY,02647381526,89.56
LAURA MCDONALD,02645371817,83.32
BEVERLY PHILLIPS,02658347162,76.48
GEORGE BLACK,02658341717,82.49
JANET WASHINGTON,02658174390,78.17
SARAH HOWARD,02658173407,85.49
JASON WELLS,02658143753,96.1
GEORGE JACKSON,02657381480,87.67
TERESA BANKS,02654813762,83.4
DONALD PIERCE,02654138771,81.01
LAURA GRIFFIN,02651874353,77.13
TIMOTHY RILEY,02651748307,92.06
RUBY HOWELL,02674381507,81.1
DIANE HUGHES,02673541853,72.64
CHRISTINE MASON,02673518444,77.63
RACHEL PRICE,02673481508,74.49
ALBERT MORGAN,02673458107,81.55
PAULA HUNT,02673418571,88.17
ALBERT CHAVEZ,02671548362,99.91
ROY ANDERSON,02671538480,80.33
GARY CLARK,02658741308,78.17
DAVID MORGAN,02658374135,98.85
GERALD JOHNSTON,02675841307,94.9
DENISE KING,02675834190,75.64
ROGER JOHNSTON,02675438162,71.36
MARY ROGERS,02675381462,70.64
ELIZABETH BAILEY,02675138444,83.04
VICTOR MONTGOMERY,02674853107,70.49
JESSE PETERSON,02674831553,73.76
NANCY ELLIOTT,02674815353,92.26
LOIS GRAHAM,02674583126,83.87
DAVID HANSEN,02674518308,96.45
EUGENE WELCH,02684715335,93.43
PHYLLIS CHAPMAN,02684351708,86.85
CATHERINE MEDINA,02684315744,89.92
CHRISTOPHER TAYLOR,02683715471,75.78
EDWARD NGUYEN,02683451717,86.88
EVELYN PARKER,02683145780,91.1
BOBBY GARRETT,02681574307,74.33
RANDY ROBINSON,02681543762,92.82
VICTOR WELCH,02678543153,86.05
DOUGLAS HARRIS,02678154335,92.03
RANDY WELLS,02713548608,91.21
ANGELA KENNEDY,02713546826,93.24
JEFFREY GEORGE,02713458617,70.43
ROGER LONG,02687541362,80.55
PATRICIA BAKER,02687531480,82.12
CHARLES WILLIAMS,02687153435,73.36
PAULA CAMPBELL,02687143553,79.44
THOMAS HILL,02687135453,73.02
JANICE GONZALEZ,02685743162,95.57
EARL HARRIS,02685471308,73.36
RYAN THOMPSON,02718436590,92.74
RUBY REED,02716583471,77.98
TINA WARREN,02716358435,81.26
JONATHAN JAMES,02715864353,70.71
STEVEN COOPER,02715863462,73.49
JULIE LANE,02715386435,95.41
LOUIS ROBERTS,02714685307,78.93
FRED HUNT,02713856426,72.16
MATTHEW TAYLOR,02713845653,80.92
ROGER NELSON,02713645808,70.96
RUSSELL HART,02735614808,74.86
CHRISTOPHER PETERS,02735168417,87.47
ANNA GRIFFIN,02734851644,84.73
DIANE MORRIS,02734685108,96.4
FRANCES KIM,02734185644,74.77
WILLIAM ROMERO,02734158671,99.37
KAREN WHEELER,02731685417,90.85
MATTHEW HOLMES,02731648562,98.54
CARLOS COX,02731645890,85.96
BEVERLY HUNTER,02731546808,72.24
CHERYL MORRISON,02741386544,87.17
HENRY CAMPBELL,02741385653,85.3
MARK HAYES,02741356807,70.9
RUTH LOPEZ,02738614507,80.8
EARL KENNEDY,02738461590,83.98
THERESA LEE,02736584171,96.87
LILLIAN PIERCE,02736514807,96.99
DANIEL SIMPSON,02736158407,83.97
NICHOLAS EVANS,02735846180,96.22
JESSICA HUNTER,02735618471,78.74
CYNTHIA GARRETT,02746853108,72.88
DONNA PETERSON,02746815362,91.41
HAROLD WELLS,02746183544,82.92
CAROL BURTON,02746138590,84.55
KEITH BURKE,02743816562,90.66
HOWARD WARREN,02743658126,90.27
STEVE MARSHALL,02743516844,70.42
SUSAN YOUNG,02743158662,94.54
ANN KNIGHT,02743156880,91.56
ROBERT ROBERTSON,02741836507,70.81
MATTHEW KELLEY,02754638180,99.63
JUDY MILLS,02754618317,92.98
SHARON ANDREWS,02754613862,85.14
LARRY HAWKINS,02753816417,95.11
BOBBY HARRISON,02753468117,96.76
PAMELA FERNANDEZ,02753461880,88.2
CHARLES NICHOLS,02751834671,95.34
RICHARD GRANT,02751384617,94.45
WILLIE HOLMES,02748613562,85.68
SARA SMITH,02748516362,87.17
GLORIA THOMPSON,02761843517,87.82
KEITH GARZA,02761583426,94.2
CAROLYN LOPEZ,02761534808,78.29
MARTIN STEWART,02761458362,77.03
DIANA ALVAREZ,02761354826,94.75
STEVE FORD,02758643162,82.51
MARTHA COLE,02758634171,90.11
JERRY POWELL,02758361426,97.01
CHRIS SIMMONS,02756148326,91.64
BONNIE BELL,02754863117,78.12
JEFFREY FERNANDEZ,02764831544,74.87
CRAIG ROSS,02764583117,73.32
LOUISE PARKER,02764518307,79.33
JUSTIN FERGUSON,02764358180,86.59
MATTHEW KING,02764351844,92.04
CATHERINE LAWSON,02764135807,72.3
ROY KELLY,02763518435,85.56
CATHERINE WATSON,02763458190,92.28
ROBERT CARPENTER,02763451853,77.93
JOSE WASHINGTON,02763418562,85.4
DENISE KELLEY,02785143671,94.26
MARTIN REED,02784631508,77.37
KEVIN ARMSTRONG,02784563162,74.18
DORIS CARPENTER,02783564190,92.5
DIANA HENRY,02783416590,93.14
ROGER STEPHENS,02781356417,76.25
GERALD RAY,02768513407,78.27
MARIE COOK,02768415308,97.62
PETER DIXON,02768315435,79.86
JACK HAMILTON,02768145335,73.19
NICHOLAS SANCHEZ,02813765490,83.19
THERESA BELL,02813576417,89.89
CHRISTINA PEREZ,02813547662,83.53
JULIA HARPER,02813467553,93.46
TERRY HARVEY,02786415390,94.84
ANTHONY RICHARDSON,02786351480,91.43
JESSICA SNYDER,02786345162,79.21
PAULA CARTER,02785613490,80.67
PHYLLIS CUNNINGHAM,02785436180,73.39
RYAN JACKSON,02785346190,93.84
DOUGLAS FRANKLIN,02817435680,93.23
JUDITH WILLIAMS,02816574326,81.06
ROBERT HAYES,02815473607,84.82
DONALD LYNCH,02815467380,70.97
ANNIE YOUNG,02815463717,83.02
BENJAMIN DIAZ,02814765353,85.43
JOAN LANE,02814763571,96.53
ADAM DUNN,02814736507,95.93
PAUL JENKINS,02814637517,73.37
NICHOLAS HICKS,02814537644,99.97
BEVERLY SCHMIDT,02834156735,81.56
ANDREA WALKER,02831675480,89.14
DAVID COLLINS,02831674590,85.23
ANDREA BRYANT,02831647517,78.34
JOHN BLACK,02831476526,91.24
EVELYN HUGHES,02817645308,74.3
JUSTIN PAYNE,02817643526,85.62
FRED WATKINS,02817635426,85.66
DANIEL JONES,02817546326,79.35
KEVIN BISHOP,02817453662,70.07
HARRY FULLER,02837156426,98.36
RICHARD DUNN,02837154644,81.92
DIANA LARSON,02836517417,74.53
WILLIE GRANT,02835714626,86.97
KELLY HENDERSON,02835647171,76.29
DOUGLAS ANDREWS,02835614753,87.03
REBECCA ELLIOTT,02835471626,75.17
ALICE RYAN,02835176462,73.6
ERIC WILSON,02834761507,72.84
NORMA PALMER,02834576190,76.99
MELISSA GARRETT,02843517680,94.86
CHRISTOPHER HICKS,02843516790,72.59
ANNIE HENDERSON,02841763544,98.15
JANE NICHOLS,02841637590,89.81
LOUISE HILL,02841563707,96.9
TERRY CRAWFORD,02841537617,83.5
HARRY HOLMES,02837564117,98.15
EVELYN HAMILTON,02837561444,76.13
BRIAN PIERCE,02837541680,99.53
ROBERT COLE,02837165417,76.75
ROY ORTIZ,02847365117,70.24
BRIAN COOPER,02847156380,79.04
AMANDA JOHNSTON,02846573107,79.54
SARAH MORGAN,02846571317,80.73
SCOTT SHAW,02846531790,77.8
GEORGE PARKER,02846517371,74.59
GREGORY GUTIERREZ,02846513708,93.43
TINA SNYDER,02845763107,86.62
JUDY RUSSELL,02843617553,99.67
JOE WATKINS,02843571626,97.54
PATRICIA WELLS,02854763190,77.11
MELISSA BERRY,02854317653,99.65
JOSEPH LARSON,02853471608,70.5
TERESA BURTON,02853174662,70.02
JOE COX,02853146707,72.24
ALBERT RAMOS,02851746308,95.66
GEORGE ROBERTS,02851743635,71.59
JUAN CARTER,02851467344,95.4
LOIS GRAY,02847531653,95.41
ANTONIO PEREZ,02847516344,92.1
MARGARET HOLMES,02864315726,80.57
PHYLLIS PALMER,02864157390,96.28
TERESA JACKSON,02863751417,76.4
GERALD WHITE,02863475126,84.24
JEREMY DANIELS,02863175408,94.36
MILDRED GORDON,02863174517,82.48
LOIS LITTLE,02861435771,85.6
DOUGLAS FULLER,02857314671,93.95
KATHY ANDERSON,02856741371,81.83
SHARON ROBERTS,02856147380,72.03
PAULA OWENS,02871534608,95.05
MICHELLE JORDAN,02871346526,90.68
MARY STANLEY,02867541344,75.68
HEATHER BARNES,02867315417,81.52
MARY LAWRENCE,02867153417,72.01
LOIS NELSON,02867135435,71.64
RANDY HUNTER,02865473171,84.22
ELIZABETH MITCHELL,02865347117,82.87
CYNTHIA FRANKLIN,02865314707,77.02
DAVID MORENO,02864735180,93.94
DIANE MARSHALL,02874513644,99.34
SANDRA WALLACE,02874351644,82.16
PHILIP ALVAREZ,02874163562,78.48
LARRY DAY,02874136590,92.33
PAULA CARR,02874135607,98.76
JASON JORDAN,02873561408,76.4
FRANK BOWMAN,02873541644,71.61
SHARON WEST,02873461535,86.1
ALBERT WEBB,02871643571,86.68
BRUCE WEBB,02871536490,91.34
MARILYN HARPER,02876534126,74.89
MICHAEL HOWARD,02876531453,75.67
ANNIE LANE,02876514362,90.97
ASHLEY REYNOLDS,02876415380,74.91
MARILYN LONG,02876354144,80.06
JANET HILL,02876314517,79.26
JOSEPH AUSTIN,02875364162,76.46
JANET MYERS,02875361490,93.69
TERRY MORALES,02875314653,97.56
ARTHUR LAWRENCE,02875134671,91.7
GEORGE MARTINEZ,03126745890,82.02
THERESA PALMER,03126587453,88.41
PHILLIP WASHINGTON,03125846790,73.12
JOHNNY LANE,03125746817,74.3
JUSTIN REYES,03125648726,71.92
BRUCE MORALES,03125478626,82.95
JACK DUNN,03124865707,80.48
JULIE REED,03124758617,90.5
WALTER COOPER,03124678508,78.77
ROY GARZA,03124578635,97.97
ASHLEY BURNS,03127856407,77.47
LAWRENCE HALL,03127854617,80.12
JACQUELINE WATSON,03127685408,82.47
JOSE FREEMAN,03127684517,93.74
ANTHONY PERRY,03127658435,76.1
ALBERT PEREZ,03127654871,92.19
STEVEN MORALES,03127645880,72.43
CLARENCE HENRY,03126785417,81.55
JULIA TORRES,03126784526,79.45
BRANDON HART,03126748562,80.22
THERESA WASHINGTON,03147256871,96.89
DONALD BURKE,03146728508,75.89
CAROL BOYD,03145628771,83.31
JULIE GONZALES,03145287680,81.87
DOUGLAS MCDONALD,03142865780,78.49
ERIC REID,03142685707,74.52
ROGER ELLIS,03142678590,89.16
MARIA PERKINS,03142675817,75.64
MARK RICHARDSON,03128647526,80.77
WILLIE WAGNER,03128456771,73.98
WILLIE JORDAN,03148752635,82.1
ANDREW STONE,03148726553,82.79
ANNE FISHER,03148576217,82.79
EDWARD HENDERSON,03147826562,79.38
JACQUELINE MILLS,03147825671,92.78
SARAH SIMS,03147658244,75.24
STEVEN WEAVER,03147652807,79.79
STEPHEN FISHER,03147562808,77.8
JOAN JACOBS,03147526844,97.57
MARILYN DUNN,03147285626,73.27
JIMMY SHAW,03156872407,95.22
JANET GEORGE,03156427853,75.78
GLORIA ROGERS,03156247871,88.12
DIANA MCDONALD,03154872671,78.94
KATHRYN EVANS,03154826726,91.17
BARBARA CRAWFORD,03154768262,83.7
CHERYL CRAWFORD,03154278680,93.59
CAROLYN JACOBS,03152864744,84.53
AMY BANKS,03152784635,70.64
JUAN WEAVER,03152678444,84.97
JOSEPH HARVEY,03164785208,77.89
BRIAN WILLIS,03164725817,79.43
RUSSELL FRAZIER,03164528744,75.82
MICHELLE WELLS,03162845726,72.63
LOUISE REID,03162458790,87.99
RUSSELL BENNETT,03158674262,95.19
